time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-01-03T19:17:22.210Z,-60.2242,-47.1291,13,4.7,mb,,80,8.283,1.36,us,usb000m4pv,2014-03-07T00:25:57.000Z,"",earthquake,,4.2,0.196,9,reviewed,us,us
2014-01-03T19:13:33.090Z,38.8230019,-122.8466644,1.618,1.13,md,11,71,0.009009,0.02,nc,nc72135676,2017-02-02T19:40:53.492Z,"10 km W of Cobb, California",earthquake,0.3,0.58,0.03,4,automatic,nc,nc
2014-01-03T19:13:07.370Z,35.9376667,-117.18,0.827,0.65,ml,8,147,0.09596,0.11,ci,ci11409722,2016-03-11T05:54:15.791Z,"26km NE of Trona, CA",earthquake,0.52,1.12,0.096,3,reviewed,ci,ci
2014-01-03T18:58:17.160Z,37.65,-118.8513333,4.373,0,md,10,143,0.01712,0.03,nc,nc72135666,2017-02-02T19:40:47.487Z,"10 km E of Mammoth Lakes, California",earthquake,1.2,1.48,0.273,9,reviewed,nc,nc
2014-01-03T18:56:48.070Z,11.678,-87.6749,46.27,4.3,mb,,205,1.905,0.89,us,usb000m4pe,2014-03-07T00:25:57.000Z,"104 km SSW of Corinto, Nicaragua",earthquake,,9.5,0.168,10,reviewed,us,us
2014-01-03T18:48:55.740Z,0.5919,126.7232,70.83,4.6,mb,,53,0.667,0.89,us,usb000m4pc,2014-03-07T00:25:57.000Z,"76 km WSW of Ternate, Indonesia",earthquake,,7.9,0.116,25,reviewed,us,us
2014-01-03T18:42:06.011Z,61.0212,-151.0039,68.3,1.3,ml,,,,0.48,ak,ak01459kuwp,2019-05-20T22:46:14.983Z,"8 km SE of Tyonek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2014-01-03T18:34:01.840Z,-22.0707,-175.6015,10.6,5,mb,,59,6.093,0.69,us,usc000lwbt,2014-03-07T00:25:57.000Z,"105 km SW of ‘Ohonua, Tonga",earthquake,,2.4,0.052,133,reviewed,us,us
2014-01-03T18:33:23.738Z,69.5377,-142.1835,4.7,2.4,ml,,,,0.58,ak,ak01459iytx,2019-05-20T22:46:14.524Z,"86 km SE of Kaktovik, Alaska",earthquake,,2.9,,,reviewed,ak,ak
2014-01-03T18:30:56.162Z,37.3627,-117.0833,11.4,-0.2,ml,3,306.98,0.362,0.0581,nn,nn00433245,2018-06-29T22:59:51.305Z,"40 km SSE of Goldfield, Nevada",earthquake,,39.5,0.04,2,reviewed,nn,nn
2014-01-03T18:25:07.270Z,37.5645,-118.8393333,4.349,0.09,md,9,292,0.02703,0.01,nc,nc72135661,2017-02-02T19:40:41.553Z,"11 km W of Aspen Springs, California",earthquake,3.77,4.03,0.099,8,reviewed,nc,nc
2014-01-03T18:22:01.890Z,-19.8819,169.4143,258.15,4.6,mb,,115,2.363,1.46,us,usb000m4pi,2014-03-07T00:25:57.000Z,"40 km SSE of Isangel, Vanuatu",earthquake,,9.5,0.245,7,reviewed,us,us
2014-01-03T18:21:56.830Z,37.5866667,-118.9405,7.289,0.24,md,11,140,0.03243,0.02,nc,nc72135656,2017-02-02T19:40:35.355Z,"7 km SSE of Mammoth Lakes, California",earthquake,0.72,0.97,0.3,9,reviewed,nc,nc
2014-01-03T18:19:19.670Z,38.8176651,-122.7910004,4.69,0.55,md,6,123,0.00991,0.02,nc,nc72135646,2017-02-02T19:40:29.041Z,"5 km W of Cobb, California",earthquake,1.67,2.98,,1,automatic,nc,nc
2014-01-03T18:18:45.630Z,37.5816667,-119.0063333,2.372,0.17,md,11,206,0.03153,0.04,nc,nc72137466,2017-02-02T19:40:22.124Z,"8 km SSW of Mammoth Lakes, California",earthquake,0.68,0.59,0.282,10,reviewed,nc,nc
2014-01-03T18:11:50.000Z,27.9497,101.4765,38.43,4,mb,,82,3.033,0.97,us,usb000m4pb,2014-03-07T00:25:57.000Z,"77 km W of Xichang, China",earthquake,,8.2,0.164,13,reviewed,us,us
2014-01-03T18:11:09.560Z,19.3368333,-155.1323333,6.078,2.29,ml,39,125,,0.11,hv,hv60615441,2020-07-06T20:38:52.470Z,"14 km S of Fern Forest, Hawaii",earthquake,0.37,0.52,0.241,14,reviewed,hv,hv
2014-01-03T18:08:30.360Z,37.5895,-118.9398333,7.599,0.27,md,14,139,0.02973,0.02,nc,nc72135631,2017-02-02T19:40:15.748Z,"7 km SSE of Mammoth Lakes, California",earthquake,0.57,1.29,0.124,10,reviewed,nc,nc
2014-01-03T18:06:33.560Z,33.3486667,-116.3771667,13.148,1.59,ml,53,28,0.02343,0.18,ci,ci11409706,2016-03-11T22:32:20.639Z,"10km N of Borrego Springs, CA",earthquake,0.25,0.39,0.211,35,reviewed,ci,ci
2014-01-03T17:56:36.551Z,37.3765,-117.1276,11.5,-0.1,ml,5,292.57,0.398,0.1319,nn,nn00433243,2018-06-29T22:59:51.218Z,"38 km SSE of Goldfield, Nevada",earthquake,,21.5,0.19,4,reviewed,nn,nn
2014-01-03T17:49:38.686Z,56.0751,-159.6912,6.5,1.6,ml,,,,0.25,ak,ak014590zu4,2019-05-20T22:46:14.105Z,"23 km NW of Ivanof Bay, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2014-01-03T17:49:18.990Z,33.4596667,-116.4176667,12.435,0.85,ml,31,125,0.06392,0.16,ci,ci11409698,2016-03-11T05:54:14.540Z,"23km N of Borrego Springs, CA",earthquake,0.35,0.53,0.108,19,reviewed,ci,ci
2014-01-03T17:49:16.923Z,63.1688,-151.4652,11.4,0.8,ml,,,,0.65,ak,ak014590y5o,2019-05-14T01:50:13.141Z,"43 km SSE of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-03T17:47:29.730Z,38.8045006,-122.7986679,2.172,1.01,md,16,121,0.004505,0.01,nc,nc72135616,2017-02-02T19:40:09.507Z,"6 km WSW of Cobb, California",earthquake,0.26,0.44,0.09,7,automatic,nc,nc
2014-01-03T17:43:53.300Z,-5.7155,146.9711,78.53,4.4,mb,,103,3.67,0.99,us,usb000m4p9,2014-03-07T00:25:57.000Z,"111 km N of Lae, Papua New Guinea",earthquake,,14.2,0.202,8,reviewed,us,us
2014-01-03T17:39:16.969Z,51.871,-176.3804,63.3,2.1,ml,,,,0.5,ak,ak01458yt00,2019-05-20T22:46:13.708Z,"17 km E of Adak, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2014-01-03T17:36:56.550Z,36.7329,-116.2779,0.7,-0.3,ml,5,219.54,0.053,0.0677,nn,nn00433242,2018-06-29T22:59:51.128Z,"47 km ESE of Beatty, Nevada",earthquake,,13.1,0,1,reviewed,nn,nn
2014-01-03T17:34:35.370Z,33.5051667,-116.4688333,9.58,0.44,ml,18,99,0.04036,0.11,ci,ci11409690,2016-03-11T22:32:19.138Z,"20km ESE of Anza, CA",earthquake,0.35,0.69,0.102,9,reviewed,ci,ci
2014-01-03T17:34:00.750Z,7.4746,-35.497,15.39,4.7,mb,,92,13.22,1.2,us,usc000lwac,2014-03-07T00:25:57.000Z,"central Mid-Atlantic Ridge",earthquake,,5.2,0.112,29,reviewed,us,us
2014-01-03T17:23:55.130Z,33.5028333,-116.4673333,9.13,0.86,ml,26,99,0.04038,0.13,ci,ci11409682,2016-03-11T05:54:13.050Z,"20km ESE of Anza, CA",earthquake,0.29,0.64,0.115,20,reviewed,ci,ci
2014-01-03T17:21:01.250Z,38.863,-122.9766667,1.475,0.92,md,17,93,0.02973,0.04,nc,nc72135606,2017-02-02T19:40:03.088Z,"7 km NNE of Cloverdale, California",earthquake,0.33,0.87,0.141,10,reviewed,nc,nc
2014-01-03T17:17:23.480Z,-34.4071,-179.7788,158.66,4.7,mb,,188,4.591,1.04,us,usb000m4p8,2014-03-07T00:25:57.000Z,"south of the Kermadec Islands",earthquake,,19.2,0.319,4,reviewed,us,us
2014-01-03T17:03:33.400Z,18.7364,-64.6548,8,2.6,Md,6,280.8,0.31890193,0.05,pr,pr14003006,2014-03-07T00:25:57.000Z,"47 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,0.5,0.7,0,5,reviewed,pr,pr
2014-01-03T17:01:56.972Z,62.2472,-150.1364,19.4,1.6,ml,,,,0.79,ak,ak01458qqvl,2019-05-20T22:46:13.259Z,"8 km S of Talkeetna, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2014-01-03T17:00:28.431Z,62.9887,-149.2307,0.6,0.3,ml,,,,0.59,ak,ak01458qgyj,2019-05-20T22:46:12.841Z,"47 km SSW of Cantwell, Alaska",earthquake,,8.5,,,reviewed,ak,ak
2014-01-03T16:54:26.970Z,40.3166667,-124.5655,19.401,2.63,md,36,235,0.2144,0.21,nc,nc72135571,2017-02-02T19:39:54.340Z,"38 km SW of Ferndale, California",earthquake,0.77,0.36,0.153,37,reviewed,nc,nc
2014-01-03T16:51:31.910Z,1.0795,121.8041,60.55,4.3,mb,,118,2.318,1.46,us,usb000m4p7,2014-03-07T00:25:57.000Z,"152 km WNW of Gorontalo, Indonesia",earthquake,,10.1,0.217,9,reviewed,us,us
2014-01-03T16:49:18.571Z,36.7709,-116.0505,3.5,-0.1,ml,4,232.28,0.045,0.0888,nn,nn00433241,2018-06-29T22:59:51.039Z,"40 km WNW of Indian Springs, Nevada",earthquake,,3.6,0,1,reviewed,nn,nn
2014-01-03T16:48:49.560Z,33.0316667,-116.425,9.547,1.14,ml,27,111,0.1393,0.16,ci,ci11409674,2016-03-11T09:30:00.111Z,"17km ESE of Julian, CA",earthquake,0.36,1.16,0.185,22,reviewed,ci,ci
2014-01-03T16:46:59.350Z,38.8180008,-122.7973328,3.322,0.63,md,13,76,0.00991,0.02,nc,nc72135566,2017-02-02T19:39:40.552Z,"6 km W of Cobb, California",earthquake,0.35,0.74,0.24,3,automatic,nc,nc
2014-01-03T16:39:16.072Z,64.791,-148.0217,11.3,0.7,ml,,,,0.43,ak,ak01458ddbr,2019-05-20T22:46:12.428Z,"6 km S of Ester, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-01-03T16:37:30.890Z,34.6298333,-117.1156667,-0.844,1.57,ml,25,61,0.2135,0.15,ci,ci11409666,2016-03-11T05:54:11.707Z,"16km NNE of Apple Valley, CA",earthquake,0.39,1.39,0.125,19,reviewed,ci,ci
2014-01-03T16:35:00.880Z,38.8983345,-122.8026657,-0.781,0.6,md,9,297,0.05946,0.42,nc,nc72135561,2017-02-02T19:39:33.350Z,"9 km SSE of Kelseyville, California",earthquake,18.51,16.87,,1,automatic,nc,nc
2014-01-03T16:31:27.690Z,38.8230019,-122.7900009,4.176,0.55,md,6,132,0.01532,0.02,nc,nc72135556,2017-02-02T19:39:27.083Z,"5 km W of Cobb, California",earthquake,1.29,6.12,,1,automatic,nc,nc
2014-01-03T16:27:46.560Z,34.0446667,-117.4665,6.109,1.02,ml,16,165,0.2395,0.18,ci,ci11409658,2016-03-11T07:41:05.585Z,"4km NNE of Glen Avon, CA",earthquake,1.1,31.61,0.182,5,reviewed,ci,ci
2014-01-03T16:24:42.980Z,-45.6854,-77.5174,15.58,4.4,mb,,213,7.097,1.36,us,usb000m4pg,2014-03-07T00:25:57.000Z,"Off the coast of Aisen, Chile",earthquake,,7.4,0.219,6,reviewed,us,us
2014-01-03T16:24:26.680Z,35.9955,-118.3796667,0.869,0.78,ml,10,220,0.274,0.21,ci,ci11409650,2016-03-11T07:41:04.185Z,"27km N of Kernville, CA",earthquake,1.05,2.21,0.095,3,reviewed,ci,ci
2014-01-03T16:23:22.127Z,37.3824,-117.1223,6,0.2,ml,7,257.42,0.398,0.0905,nn,nn00433012,2018-06-29T22:59:49.824Z,"37 km SSE of Goldfield, Nevada",earthquake,,7.9,0.31,5,reviewed,nn,nn
2014-01-03T16:14:11.800Z,36.034,-117.7985,-0.14,-0.1,ml,9,81,0.02599,0.13,ci,ci11409642,2016-03-11T02:14:12.312Z,"14km E of Coso Junction, CA",earthquake,0.38,0.8,0.109,3,reviewed,ci,ci
2014-01-03T16:04:52.500Z,38.8393326,-122.7768326,1.702,0.57,md,5,104,0.003604,0.02,nc,nc72135536,2017-02-02T19:39:20.838Z,"5 km WNW of Cobb, California",earthquake,1.05,0.56,,1,automatic,nc,nc
2014-01-03T15:56:05.919Z,63.2751,-150.5994,128.3,1.4,ml,,,,0.38,ak,ak01457vk3z,2019-05-20T22:46:11.986Z,"63 km ESE of Denali National Park, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2014-01-03T15:40:47.860Z,43.7087,-105.2931,0,3.3,ml,,73,0.997,0.43,us,usc000lw8p,2014-03-07T00:25:57.000Z,"16 km ESE of Wright, Wyoming",mining explosion,,1.8,0.067,35,reviewed,us,us
2014-01-03T15:35:08.680Z,35.2716667,-92.3418333,6.41,2,md,10,97,0.04694,0.05,nm,nm610252,2016-04-07T17:34:47.980Z,"5 km NE of Greenbrier, Arkansas",earthquake,0.9,0.9,0.107,3,reviewed,nm,nm
2014-01-03T15:19:23.300Z,64.4711,-146.8309,2.6,0.9,ml,,,,0.21,ak,ak01457nnyi,2019-05-20T22:46:11.580Z,"6 km SSE of Salcha, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-01-03T14:51:20.338Z,60.7882,-150.4663,15,1.1,ml,,,,0.56,ak,ak01457931d,2019-05-20T22:46:11.128Z,"19 km SE of Point Possession, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-03T14:46:03.130Z,19.4573333,-155.6023333,-1.366,0.81,md,9,93,,0.1,hv,hv60615386,2020-07-06T20:39:35.240Z,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.51,0.39,0.159,4,reviewed,hv,hv
2014-01-03T14:43:45.270Z,38.8255005,-122.8066635,2.619,0.79,md,17,86,0.01802,0.02,nc,nc72135491,2017-02-02T19:39:14.615Z,"7 km W of Cobb, California",earthquake,0.26,0.52,0.07,6,automatic,nc,nc
2014-01-03T14:39:51.186Z,61.0158,-149.093,26.4,1.1,ml,,,,0.37,ak,ak014576ktq,2019-05-20T22:46:10.693Z,"9 km NNE of Girdwood, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2014-01-03T14:36:04.400Z,38.7869987,-122.7288361,1.729,0.67,md,7,102,0.007207,0.02,nc,nc72135486,2017-02-02T19:39:08.432Z,"3 km S of Cobb, California",earthquake,0.49,0.87,0.3,2,automatic,nc,nc
2014-01-03T14:34:35.320Z,33.5116667,-116.559,8.708,0.49,ml,17,168,0.03987,0.14,ci,ci11409626,2016-03-11T13:01:23.260Z,"12km ESE of Anza, CA",earthquake,0.51,0.4,0.128,6,reviewed,ci,ci
2014-01-03T14:32:48.319Z,60.0716,-153.2427,134.7,2.3,ml,,,,0.61,ak,ak0145752lb,2019-05-20T22:46:10.299Z,"57 km ENE of Pedro Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-03T14:29:43.460Z,38.8271675,-122.8051682,2.517,0.7,md,16,73,0.005405,0.02,nc,nc72135481,2017-02-02T19:39:02.264Z,"7 km W of Cobb, California",earthquake,0.28,0.74,0.27,4,automatic,nc,nc
2014-01-03T14:29:17.543Z,65.0202,-147.7443,10,0.9,ml,,,,0.6,ak,ak014574d2i,2019-05-20T22:46:09.887Z,"9 km NW of Fox, Alaska",earthquake,,0,,,reviewed,ak,ak
2014-01-03T14:25:20.268Z,63.0287,-148.1894,65.4,3.5,ml,,,,0.6,ak,ak014573iey,2019-05-20T22:46:09.258Z,"55 km SE of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2014-01-03T14:23:03.070Z,61.5429,-149.8192,43.2,1.1,ml,,,,0.57,ak,ak0145731nn,2019-05-20T22:46:08.872Z,"7 km ENE of Big Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2014-01-03T14:21:57.000Z,27.83,52.09,17,4.6,mb,,,,1.01,us,usc000lw8c,2014-03-07T00:25:57.000Z,"83 km WNW of Mohr, Iran",earthquake,,4,0.082,50,reviewed,teh,us
2014-01-03T14:17:50.680Z,-5.8842,103.4526,64.73,4.8,mb,,78,1.592,1.08,us,usc000lw85,2014-03-07T00:25:57.000Z,"196 km SW of Kotabumi, Indonesia",earthquake,,2.8,0.097,37,reviewed,us,us
2014-01-03T14:11:51.600Z,38.7461667,-122.714,1.82,0.41,md,9,73,0.006306,0.04,nc,nc71103659,2017-02-02T19:38:56.262Z,"8 km S of Cobb, California",earthquake,0.32,0.51,0.255,2,reviewed,nc,nc
2014-01-03T14:11:31.740Z,38.8483333,-122.8253333,1.49,1.22,md,41,53,0.006306,0.05,nc,nc72135476,2017-02-02T19:38:50.252Z,"9 km WNW of Cobb, California",earthquake,0.12,0.2,0.195,14,reviewed,nc,nc
2014-01-03T13:57:14.260Z,38.8093333,-122.811,0.97,1.47,md,51,36,0.01261,0.05,nc,nc72135466,2017-02-02T19:38:43.270Z,"7 km W of Cobb, California",earthquake,0.1,0.17,0.089,20,reviewed,nc,nc
2014-01-03T13:56:00.450Z,38.8336678,-122.807663,1.739,0.46,md,9,92,0.01081,0.01,nc,nc72135471,2017-02-02T19:38:34.831Z,"7 km W of Cobb, California",earthquake,0.59,1.08,0.12,2,automatic,nc,nc
2014-01-03T13:52:54.350Z,37.6346667,-118.882,6.449,1.03,md,29,81,0.01532,0.03,nc,nc72135461,2017-02-02T19:38:28.340Z,"8 km E of Mammoth Lakes, California",earthquake,0.24,0.32,0.329,23,reviewed,nc,nc
2014-01-03T13:51:05.707Z,63.4965,-147.5143,1.4,0.8,ml,,,,0.6,ak,ak01456nmay,2019-05-20T22:46:08.468Z,"72 km E of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2014-01-03T13:49:21.370Z,46.6108333,-119.8308333,5.953,1.02,md,14,85,0.0474,0.35,uw,uw60665566,2016-07-22T19:22:02.800Z,"Washington",earthquake,0.73,0.65,0.2,13,reviewed,uw,uw
2014-01-03T13:49:13.280Z,38.8335,-122.7538333,1.189,0.32,md,4,290,0.006306,0.02,nc,nc72135456,2017-02-02T19:38:20.688Z,"2 km WNW of Cobb, California",earthquake,0.96,1.06,,1,reviewed,nc,nc
2014-01-03T13:44:19.570Z,33.515,-116.5575,8.995,0.33,ml,18,88,0.04246,0.1,ci,ci11409618,2016-03-12T00:25:20.501Z,"12km ESE of Anza, CA",earthquake,0.35,0.5,0.111,7,reviewed,ci,ci
2014-01-03T13:43:44.521Z,62.6487,-151.1619,83.9,1.3,ml,,,,0.62,ak,ak01456lzkk,2019-05-20T22:46:07.999Z,"26 km NW of Petersville, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-03T13:42:12.522Z,52.6181,-169.842,37.5,2.4,ml,,,,0.71,ak,ak01456lpdw,2019-05-20T22:46:07.613Z,"75 km WSW of Nikolski, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2014-01-03T13:39:51.620Z,46.3274,153.0956,19.47,4.6,mb,,172,7.412,1.29,us,usb000m4p4,2014-03-07T00:25:56.000Z,"Kuril Islands",earthquake,,3.2,0.141,17,reviewed,us,us
2014-01-03T13:23:01.330Z,19.3878333,-155.2781667,1.148,1.86,ml,22,64,,0.1,hv,hv60615356,2020-07-06T20:38:52.710Z,"7 km SW of Volcano, Hawaii",earthquake,0.21,0.25,0.29,10,reviewed,hv,hv
2014-01-03T13:19:41.684Z,60.6704,-147.6551,6.2,1.2,ml,,,,0.37,ak,ak01456gu60,2019-05-20T22:46:07.198Z,"57 km ESE of Whittier, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-01-03T13:17:16.900Z,18.6567,-67.8714,63,2.6,Md,9,201.6,0.45993743,0.28,pr,pr14003005,2014-03-07T00:25:56.000Z,"56 km E of Punta Cana, Dominican Republic",earthquake,1.9,1.6,0,9,reviewed,pr,pr
2014-01-03T13:11:31.100Z,36.9405,-121.6793333,11.315,1.22,md,40,54,0.05856,0.09,nc,nc72135451,2017-02-02T19:38:13.630Z,"5 km ESE of Interlaken, California",earthquake,0.22,0.53,0.241,34,reviewed,nc,nc
2014-01-03T13:09:40.500Z,38.8438339,-122.8263321,4.172,0.08,md,6,187,0.02162,0.01,nc,nc72135446,2017-02-02T19:38:02.576Z,"9 km WNW of Cobb, California",earthquake,2.19,3.38,,1,automatic,nc,nc
2014-01-03T13:06:32.890Z,-0.1982,122.9409,89.65,4.9,mb,,51,0.854,1.4,us,usc000lw7p,2014-03-07T00:25:56.000Z,"82 km S of Gorontalo, Indonesia",earthquake,,6.9,0.087,47,reviewed,us,us
2014-01-03T12:57:57.590Z,-6.7211,145.0362,10,4.5,mb,,93,3.395,1.12,us,usc000lw7q,2014-03-07T00:25:56.000Z,"77 km S of Kundiawa, Papua New Guinea",earthquake,,1.9,0.157,13,reviewed,us,us
2014-01-03T12:57:54.690Z,38.8289986,-122.7799988,2.937,0.07,md,6,161,0.008108,0.03,nc,nc72135441,2017-02-02T19:37:57.179Z,"5 km W of Cobb, California",earthquake,1.21,2.77,,1,automatic,nc,nc
2014-01-03T12:52:42.620Z,31.913,-116.2443333,11.926,2.36,ml,14,194,0.268,0.23,ci,ci11409602,2016-03-11T05:54:10.356Z,"36km E of Ensenada, B.C., MX",earthquake,0.66,1.65,0.127,42,reviewed,ci,ci
2014-01-03T12:48:28.561Z,61.4593,-149.861,33.2,1.3,ml,,,,0.56,ak,ak014561lbc,2019-05-20T22:46:06.769Z,"7 km W of Knik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-03T12:46:18.529Z,51.6051,-175.0916,22.3,2.2,ml,,,,0.43,ak,ak01456153w,2019-05-20T22:46:06.356Z,"89 km SW of Atka, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-01-03T12:41:58.994Z,60.0545,-141.3822,7.7,1.3,ml,,,,0.6,ak,ak0145605nf,2019-05-20T22:46:05.956Z,"108 km WNW of Yakutat, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2014-01-03T12:39:09.260Z,38.7939987,-122.7328339,1.683,0.28,md,5,124,0.01171,0,nc,nc72135436,2017-02-02T19:37:51.272Z,"3 km SSW of Cobb, California",earthquake,0.83,1.35,0.2,2,automatic,nc,nc
2014-01-03T12:38:55.593Z,37.1642,-115.3211,0,0.6,ml,5,197.31,0.324,0.1432,nn,nn00432964,2018-06-29T22:59:49.338Z,"26 km SSW of Alamo, Nevada",earthquake,,0,0.62,3,reviewed,nn,nn
2014-01-03T12:36:30.200Z,38.8446655,-122.7663345,1.137,0.78,md,11,131,0.008108,0.02,nc,nc72135431,2017-02-02T19:37:43.939Z,"4 km WNW of Cobb, California",earthquake,0.34,0.43,0.09,5,automatic,nc,nc
2014-01-03T12:34:08.730Z,38.838665,-122.8170013,6.106,0.57,md,5,183,0.01622,0,nc,nc72135426,2017-02-02T19:37:37.676Z,"8 km WNW of Cobb, California",earthquake,3.11,6.37,,1,automatic,nc,nc
2014-01-03T12:33:19.450Z,38.8261667,-122.796,2.85,1.31,md,49,33,0.01171,0.03,nc,nc72135421,2017-02-02T19:37:28.370Z,"6 km W of Cobb, California",earthquake,0.13,0.19,0.182,18,reviewed,nc,nc
2014-01-03T12:24:25.780Z,38.8040009,-122.7698364,1.509,0.53,md,7,114,0.01261,0.01,nc,nc72135416,2017-02-02T19:37:19.696Z,"4 km WSW of Cobb, California",earthquake,0.84,0.97,0.03,2,automatic,nc,nc
2014-01-03T12:10:43.630Z,38.8081665,-122.7743301,1.929,0.84,md,8,106,0.007207,0.02,nc,nc72135411,2017-02-02T19:37:13.815Z,"4 km WSW of Cobb, California",earthquake,0.56,1.23,0.2,2,automatic,nc,nc
2014-01-03T12:08:57.809Z,64.9348,-149.3112,8.4,0.8,ml,,,,0.45,ak,ak01455t2xg,2019-05-20T22:46:05.570Z,"24 km S of Minto, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-01-03T12:08:01.520Z,51.469,-178.78,19.3,2.7,ml,,,,0.52,us,usc000lyu3,2019-05-20T22:46:05.131Z,"155 km WSW of Adak, Alaska",earthquake,,9.7,,11,reviewed,ak,ak
2014-01-03T12:02:50.910Z,38.7568321,-122.7421646,1.788,0.47,md,7,100,0.004505,0.02,nc,nc72135406,2017-02-02T19:37:08.039Z,"7 km SSW of Cobb, California",earthquake,0.57,0.82,,1,automatic,nc,nc
2014-01-03T12:02:30.940Z,38.760334,-122.7411652,1.633,0.9,md,13,119,0.008108,0.02,nc,nc72135401,2017-02-02T19:37:02.233Z,"7 km SSW of Cobb, California",earthquake,0.27,0.41,0.02,4,automatic,nc,nc
2014-01-03T12:00:40.890Z,37.3301667,-122.1408333,8.04,1.11,md,16,53,0.01532,0.05,nc,nc72135396,2017-02-02T19:36:55.048Z,"4 km WSW of Loyola, California",earthquake,0.38,0.51,0.088,15,reviewed,nc,nc
2014-01-03T11:53:14.890Z,37.6505,-118.8581667,2.985,0.6,md,12,133,0.02162,0.04,nc,nc72135391,2017-02-02T19:36:48.868Z,"10 km E of Mammoth Lakes, California",earthquake,0.44,0.73,0.111,9,reviewed,nc,nc
2014-01-03T11:52:17.380Z,37.3235,-122.1573333,9.61,2.85,md,195,35,0.006306,0.22,nc,nc72135386,2017-02-02T19:36:41.220Z,"5 km WSW of Loyola, California",earthquake,0.14,0.26,0.123,213,reviewed,nc,nc
2014-01-03T11:49:44.570Z,33.4468333,-116.5773333,10.281,0.39,ml,22,77,0.05207,0.11,ci,ci11409594,2016-03-11T11:14:03.781Z,"15km SE of Anza, CA",earthquake,0.3,0.58,0.209,9,reviewed,ci,ci
2014-01-03T11:48:31.470Z,38.8754997,-122.8123322,1.718,1.1,md,14,105,0.002703,0.06,nc,nc72135381,2017-02-02T19:36:27.941Z,"9 km NW of Cobb, California",earthquake,0.47,0.52,0.09,6,automatic,nc,nc
2014-01-03T11:44:41.030Z,38.8045006,-122.7724991,1.659,0.88,md,15,57,0.01081,0.02,nc,nc72135376,2017-02-02T19:36:22.529Z,"4 km WSW of Cobb, California",earthquake,0.23,0.68,0.1,3,automatic,nc,nc
2014-01-03T11:38:16.040Z,38.8245,-122.7915,2.755,0.31,md,7,202,0.01712,0.01,nc,nc72135371,2017-02-02T19:36:16.665Z,"5 km W of Cobb, California",earthquake,2.48,3.09,0.028,3,reviewed,nc,nc
2014-01-03T11:24:56.281Z,61.2334,-147.0018,10,1.6,ml,,,,0.66,ak,ak01455b2nw,2019-05-20T22:46:04.696Z,"36 km WNW of Valdez, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-01-03T11:23:19.123Z,39.0939,-115.5248,0,2.6,ml,7,105.28,0.747,0.1515,nn,nn00432962,2018-06-29T22:59:49.208Z,"44 km WNW of Preston, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2014-01-03T11:22:49.960Z,19.3915,-155.2783333,1.688,1.97,ml,26,53,,0.06,hv,hv60615321,2020-07-06T20:39:01.650Z,"7 km SW of Volcano, Hawaii",earthquake,0.23,0.25,0.184,16,reviewed,hv,hv
2014-01-03T11:20:56.540Z,63.3047,-151.3307,10.7,0.9,ml,,,,0.73,ak,ak01455a7ti,2019-05-14T01:50:05.437Z,"32 km SE of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-03T11:02:21.304Z,53.1164,-166.7822,25.6,2.3,ml,,,,0.36,ak,ak014556a7m,2019-05-14T01:50:05.062Z,"85 km S of Unalaska, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2014-01-03T11:01:55.170Z,38.8149986,-122.8218307,2.408,0.56,md,10,94,0.01261,0.02,nc,nc72135366,2017-02-02T19:36:10.864Z,"8 km W of Cobb, California",earthquake,0.28,0.68,0.04,3,automatic,nc,nc
