time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-01-01T22:07:16.060Z,37.6308333,-118.8876667,3.328,0.13,md,12,108,0.01261,0.02,nc,nc72134406,2017-02-02T19:15:54.640Z,"7 km ESE of Mammoth Lakes, California",earthquake,0.5,0.54,0.16,11,reviewed,nc,nc
2014-01-01T22:05:03.740Z,-45.9283,-13.4962,10,4.4,mb,,80,16.894,0.76,us,usb000m2w5,2014-03-07T00:25:54.000Z,"southern Mid-Atlantic Ridge",earthquake,,1.9,0.203,9,reviewed,us,us
2014-01-01T22:04:56.936Z,61.2575,-146.8735,14.7,1.8,ml,,,,0.46,ak,ak01420nv25,2019-05-20T22:45:28.972Z,"31 km WNW of Valdez, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2014-01-01T22:04:06.190Z,37.6445,-118.8953333,-0.596,0.6,md,11,135,0.0009009,0.09,nc,nc72134401,2017-02-02T19:15:48.917Z,"6 km E of Mammoth Lakes, California",earthquake,0.33,0.23,0.547,9,reviewed,nc,nc
2014-01-01T21:59:24.926Z,60.4997,-147.7955,3.2,1.9,ml,,,,0.72,ak,ak01420e5d8,2019-05-20T22:45:28.560Z,"49 km NNE of Chenega, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-01T21:58:13.430Z,38.8436661,-122.8209991,4.136,0.57,md,5,204,0.01261,0.03,nc,nc72134396,2017-02-02T19:15:43.461Z,"8 km WNW of Cobb, California",earthquake,2.81,6.13,,1,automatic,nc,nc
2014-01-01T21:54:32.880Z,38.8203316,-122.8188324,2.347,0.46,md,6,166,0.007207,0.01,nc,nc72134391,2017-02-02T19:15:38.175Z,"8 km W of Cobb, California",earthquake,0.78,0.86,0.12,2,automatic,nc,nc
2014-01-01T21:48:09.542Z,53.4359,-167.4455,36.7,2.4,ml,,,,0.65,ak,ak01420bray,2019-05-20T22:45:28.059Z,"77 km SW of Unalaska, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2014-01-01T21:39:18.450Z,38.8173333,-122.8241667,2.61,1.3,md,50,35,0.009009,0.04,nc,nc72134386,2017-02-02T19:15:31.100Z,"8 km W of Cobb, California",earthquake,0.14,0.19,0.205,19,reviewed,nc,nc
2014-01-01T21:38:34.180Z,36.6753,-116.1058,0,0,ml,9,151.24,0.022,0.1543,nn,nn00432847,2018-06-29T22:59:44.062Z,"40 km WNW of Indian Springs, Nevada",earthquake,,0,0.7,6,reviewed,nn,nn
2014-01-01T21:36:24.237Z,64.8102,-147.5138,12.3,0.5,ml,,,,0.35,ak,ak0142097uf,2019-05-20T22:45:27.632Z,"1 km NE of Badger, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-01T21:33:40.420Z,-6.4984,130.0048,164.28,4,mb,,89,1.955,1.35,us,usb000m2w4,2014-03-07T00:25:54.000Z,"Banda Sea",earthquake,,13,0.231,6,reviewed,us,us
2014-01-01T21:30:37.690Z,38.8221664,-122.8105011,3.099,0.59,md,13,58,0.0009009,0.01,nc,nc72134381,2017-02-02T19:15:22.036Z,"7 km W of Cobb, California",earthquake,0.31,0.86,0.29,3,automatic,nc,nc
2014-01-01T21:26:52.150Z,33.7718333,-116.124,5.301,1,ml,20,112,0.08495,0.11,ci,ci11408834,2016-03-11T04:02:57.434Z,"10km NE of Indio, CA",earthquake,0.31,1.21,0.157,23,reviewed,ci,ci
2014-01-01T21:25:49.120Z,-3.0101,129.4565,35,4.7,mb,,62,2.79,1.46,us,usc000lvew,2014-03-07T00:25:54.000Z,"69 km ENE of Amahai, Indonesia",earthquake,,2,0.082,50,reviewed,us,us
2014-01-01T21:14:45.690Z,40.2123333,-121.167,11.912,1.4,md,12,158,0.1622,0.06,nc,nc72134376,2017-02-02T19:15:15.534Z,"0 km WNW of Prattville, California",earthquake,0.59,2.06,0.208,13,reviewed,nc,nc
2014-01-01T21:14:07.781Z,38.3097,-118.5577,6.7,1,ml,5,178.18,0.072,0.0244,nn,nn00557593,2018-06-29T22:59:44.991Z,"24 km SSE of Hawthorne, Nevada",earthquake,,7.8,0.38,4,reviewed,nn,nn
2014-01-01T21:11:33.410Z,0.9787,97.0082,16.71,4.5,mb,,160,0.652,1.3,us,usc000lven,2014-03-07T00:25:54.000Z,"168 km SSW of Singkil, Indonesia",earthquake,,2.6,0.089,40,reviewed,us,us
2014-01-01T21:11:18.030Z,32.2136667,-115.2873333,11.594,1.98,ml,9,303,0.2058,0.12,ci,ci11408826,2016-03-11T05:53:58.516Z,"11km W of Alberto Oviedo Mota, B.C., MX",earthquake,1.45,3.3,0.211,12,reviewed,ci,ci
2014-01-01T20:55:58.050Z,36.0906667,-117.8313333,-0.385,0.08,ml,7,114,0.03305,0.11,ci,ci11408810,2016-03-11T22:32:09.458Z,"12km ENE of Coso Junction, CA",earthquake,0.44,1.31,0.186,3,reviewed,ci,ci
2014-01-01T20:55:30.387Z,38.3078,-118.552,7.4,1.6,ml,7,176.2,0.068,0.1218,nn,nn00557592,2018-06-29T22:59:44.894Z,"24 km SSE of Hawthorne, Nevada",earthquake,,3.6,0.61,5,reviewed,nn,nn
2014-01-01T20:50:22.792Z,63.2785,-150.3825,118.5,1.9,ml,,,,0.35,ak,ak0141zqs5j,2019-05-20T22:45:27.216Z,"72 km W of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2014-01-01T20:34:44.558Z,60.0342,-148.1248,7.9,1.9,ml,,,,0.33,ak,ak0141znedj,2019-05-20T22:45:26.739Z,"7 km WSW of Chenega, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2014-01-01T20:30:23.310Z,19.52,-155.7538333,10.498,1.32,md,15,133,,0.13,hv,hv60614426,2020-07-06T20:44:10.960Z,"13 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.55,0.67,0.139,8,reviewed,hv,hv
2014-01-01T20:28:43.990Z,38.8198318,-122.767334,2.008,0.87,md,9,101,0.01081,0.01,nc,nc72134371,2017-02-02T19:15:07.626Z,"3 km W of Cobb, California",earthquake,0.43,0.95,0.01,3,automatic,nc,nc
2014-01-01T20:28:09.990Z,38.8009987,-122.8233337,3.879,0.52,md,4,261,0.02432,0.04,nc,nc72134366,2017-02-02T19:14:59.384Z,"9 km WSW of Cobb, California",earthquake,5.15,6.87,,1,automatic,nc,nc
2014-01-01T20:07:34.770Z,47.373,-122.6578333,22.971,0.71,md,9,160,0.1957,0.08,uw,uw60664436,2016-07-22T19:21:56.800Z,"1 km WSW of Wauna, Washington",earthquake,0.46,0.78,0.171,5,reviewed,uw,uw
2014-01-01T20:05:50.260Z,38.8318333,-122.7476667,0.41,1.45,md,47,41,0.01081,0.07,nc,nc72134361,2017-02-02T19:14:51.560Z,"2 km WNW of Cobb, California",earthquake,0.13,0.25,0.152,17,reviewed,nc,nc
2014-01-01T19:54:06.990Z,33.7731667,-116.121,6.573,0.97,ml,21,113,0.08697,0.12,ci,ci11408802,2016-03-11T22:32:08.292Z,"10km NE of Indio, CA",earthquake,0.4,2.09,0.19,23,reviewed,ci,ci
2014-01-01T19:49:53.410Z,38.758667,-122.7011642,0.372,0.47,md,6,109,0.00991,0.01,nc,nc72134356,2017-02-02T19:14:43.380Z,"7 km SSE of Cobb, California",earthquake,0.37,1.77,,1,automatic,nc,nc
2014-01-01T19:48:05.310Z,38.8101654,-122.8131638,1.585,0.63,md,17,96,0.01261,0.02,nc,nc72134346,2017-02-02T19:14:37.219Z,"7 km W of Cobb, California",earthquake,0.21,0.46,0.25,3,automatic,nc,nc
2014-01-01T19:47:17.310Z,40.2136667,-121.1118333,6.556,1.63,md,17,115,0.3,0.06,nc,nc72134351,2017-02-02T19:14:30.679Z,"3 km E of Prattville, California",earthquake,0.41,2.8,0.233,19,reviewed,nc,nc
2014-01-01T19:44:30.590Z,35.668,-118.456,9.378,1.02,ml,7,158,0.01558,0.1,ci,ci11408794,2016-03-11T22:32:06.522Z,"4km S of Wofford Heights, CA",earthquake,0.54,0.59,0.347,7,reviewed,ci,ci
2014-01-01T19:43:07.038Z,54.8422,-161.5012,22.4,2.1,ml,,,,0.64,ak,ak0141z3tbj,2019-05-20T22:45:26.351Z,"57 km ESE of King Cove, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2014-01-01T19:41:08.700Z,33.4721667,-116.4878333,11.735,0.45,ml,23,144,0.07285,0.08,ci,ci11408786,2016-03-11T07:40:56.774Z,"20km ESE of Anza, CA",earthquake,0.49,0.43,0.126,9,reviewed,ci,ci
2014-01-01T19:30:13.807Z,37.1537,-117.3821,10.6,0,ml,6,281.92,0.157,0.0311,nn,nn00433110,2018-06-29T22:59:43.966Z,"61 km WNW of Beatty, Nevada",earthquake,,11.9,0.15,4,reviewed,nn,nn
2014-01-01T19:27:52.790Z,61.1638,-152.4647,134.2,2.1,ml,,,,0.54,ak,ak0141z0he7,2019-05-20T22:45:25.600Z,"72 km W of Tyonek, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-01T19:19:37.650Z,37.6465,-118.8956667,-1.886,-0.01,md,7,144,0.002703,0.07,nc,nc72134341,2017-02-02T19:14:23.994Z,"6 km E of Mammoth Lakes, California",earthquake,0.22,0.53,0.376,7,reviewed,nc,nc
2014-01-01T19:17:56.090Z,4.5344,95.7415,94.56,4.3,mb,,163,1.385,0.97,us,usc000lvdi,2014-03-07T00:25:54.000Z,"60 km NW of Meulaboh, Indonesia",earthquake,,8.5,0.177,11,reviewed,us,us
2014-01-01T19:16:01.998Z,60.2196,-149.9935,31.7,1.9,ml,,,,0.44,ak,ak0141yy0lj,2019-05-20T22:45:25.051Z,"31 km SSW of Cooper Landing, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2014-01-01T19:11:24.570Z,36.0983333,-117.8488333,2.507,0.13,ml,9,126,0.01997,0.07,ci,ci11408778,2016-03-11T16:44:36.067Z,"11km ENE of Coso Junction, CA",earthquake,0.57,0.82,0.158,3,reviewed,ci,ci
2014-01-01T19:08:56.890Z,38.8028336,-122.774498,1.233,0.28,md,7,105,0.01171,0.02,nc,nc72134326,2017-02-02T19:14:17.875Z,"4 km WSW of Cobb, California",earthquake,0.43,1.09,0.22,2,automatic,nc,nc
2014-01-01T19:08:04.950Z,37.552,-118.8728333,3.217,0.07,md,7,289,0.05135,0.03,nc,nc72134331,2017-02-02T19:14:11.383Z,"13 km SE of Mammoth Lakes, California",earthquake,1.75,2.14,0.172,7,reviewed,nc,nc
2014-01-01T19:06:15.180Z,36.611,-121.1261667,8.546,0.66,md,12,61,0.05586,0.09,nc,nc72134321,2017-02-02T19:14:05.164Z,"26 km SE of Tres Pinos, California",earthquake,0.84,2.19,0.239,14,reviewed,nc,nc
2014-01-01T18:57:33.370Z,40.3201667,-121.3455,-1.932,0.84,md,7,219,0.0964,0.46,nc,nc72134316,2017-02-02T19:13:58.951Z,"9 km W of Chester, California",earthquake,3.59,9.71,0.346,4,reviewed,nc,nc
2014-01-01T18:45:50.417Z,61.6796,-149.9855,29.5,1.4,ml,,,,0.44,ak,ak0141yiwht,2019-05-20T22:45:24.461Z,"8 km SSE of Willow, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2014-01-01T18:42:00.050Z,35.6771667,-118.4598333,9.188,1.26,ml,12,92,0.01843,0.09,ci,ci11408770,2016-03-11T13:01:15.125Z,"3km S of Wofford Heights, CA",earthquake,0.46,0.54,0.132,6,reviewed,ci,ci
2014-01-01T18:33:31.960Z,45.5563333,-74.2878333,11.45,1.88,ml,16,194,0.4393,0.3,ld,ld60052526,2016-05-26T21:25:47.460Z,"8 km N of Rigaud, Canada",earthquake,0.81,2.78,0.2,23,reviewed,ld,ld
2014-01-01T18:31:31.473Z,61.6231,-146.3497,48.1,1.9,ml,,,,0.76,ak,ak0141yfv0b,2019-05-20T22:45:24.004Z,"46 km SSE of Nelchina, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-01T18:30:49.507Z,40.3113,-119.7707,12,-0.3,ml,3,311.13,0.144,0.0002,nn,nn00432945,2018-06-29T22:59:43.481Z,"36 km ENE of Herlong, California",earthquake,,11.6,0.21,3,reviewed,nn,nn
2014-01-01T18:23:47.950Z,38.8188324,-122.7955017,2.657,0.52,md,10,90,0.01081,0.03,nc,nc72134311,2017-02-02T19:13:51.768Z,"6 km W of Cobb, California",earthquake,0.39,0.54,0.02,2,automatic,nc,nc
2014-01-01T18:21:14.310Z,35.6641667,-118.4573333,9.198,0.68,ml,7,160,0.01367,0.08,ci,ci11408762,2016-03-12T06:00:10.818Z,"5km S of Wofford Heights, CA",earthquake,0.87,0.53,0.11,3,reviewed,ci,ci
2014-01-01T18:13:40.299Z,62.1779,-141.4079,4.6,1.3,ml,,,,0.38,ak,ak0141yc0st,2019-05-20T22:45:23.556Z,"57 km SSW of Alcan Border, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2014-01-01T18:09:40.420Z,37.6331667,-119.0398333,-2.884,0.56,md,9,80,0.007207,0.05,nc,nc72134306,2017-02-02T19:13:45.833Z,"6 km WSW of Mammoth Lakes, California",earthquake,0.13,31.61,0.628,7,reviewed,nc,nc
2014-01-01T18:06:50.700Z,38.7989998,-122.784668,3.174,0.53,md,8,89,0.006306,0.01,nc,nc72134296,2017-02-02T19:13:39.675Z,"5 km WSW of Cobb, California",earthquake,0.62,1.66,0.02,2,automatic,nc,nc
2014-01-01T18:05:54.928Z,40.2989,-119.7811,13.8,-0.2,ml,3,309.64,0.134,0.0008,nn,nn00432944,2018-06-29T22:59:43.400Z,"34 km ENE of Herlong, California",earthquake,,8.6,0.1,3,reviewed,nn,nn
2014-01-01T18:04:25.460Z,37.6333333,-119.056,12.986,0.34,md,11,83,0.01892,0.07,nc,nc72135686,2017-02-02T19:13:33.660Z,"7 km WSW of Mammoth Lakes, California",earthquake,0.48,0.42,0.059,8,reviewed,nc,nc
2014-01-01T18:04:19.810Z,37.6315,-119.0923333,12.393,0.37,md,10,246,0.00991,0.13,nc,nc71076964,2017-02-02T19:13:27.226Z,"10 km W of Mammoth Lakes, California",earthquake,0.73,0.65,0.178,9,reviewed,nc,nc
2014-01-01T18:04:06.760Z,37.6505,-119.1896667,16.808,0.81,md,8,307,0.08919,0.05,nc,nc71076969,2017-02-02T19:13:21.307Z,"17 km SW of June Lake, California",earthquake,1.5,1.01,0.056,6,reviewed,nc,nc
2014-01-01T17:53:39.870Z,33.9945,-116.7931667,16.908,1.44,ml,40,37,0.04233,0.12,ci,ci11408754,2016-03-11T22:32:04.656Z,"9km N of Cabazon, CA",earthquake,0.22,0.63,0.15,49,reviewed,ci,ci
2014-01-01T17:49:52.630Z,33.6238333,-116.6906667,14.519,0.35,ml,9,104,0.06826,0.02,ci,ci11408746,2016-03-11T02:14:06.460Z,"8km NNW of Anza, CA",earthquake,0.48,0.81,0.047,5,reviewed,ci,ci
2014-01-01T17:45:03.490Z,35.6685,-118.4611667,7.578,1.1,ml,14,70,0.01193,0.17,ci,ci11408738,2016-03-11T18:38:43.722Z,"4km S of Wofford Heights, CA",earthquake,0.52,0.92,0.341,8,reviewed,ci,ci
2014-01-01T17:43:18.610Z,20.434,145.3275,98.74,4.7,mb,,104,3.738,0.69,us,usc000lvd6,2014-03-07T00:25:54.000Z,"Maug Islands region, Northern Mariana Islands",earthquake,,8.8,0.106,30,reviewed,us,us
2014-01-01T17:42:58.980Z,38.831665,-122.8021698,1.66,0.85,md,15,50,0.00991,0.02,nc,nc72134291,2017-02-02T19:13:15.564Z,"6 km W of Cobb, California",earthquake,0.24,0.44,0.06,5,automatic,nc,nc
2014-01-01T17:32:46.950Z,33.664,-116.7776667,11.371,-0.05,ml,8,126,0.06762,0.02,ci,ci11408730,2016-03-11T22:32:02.936Z,"10km SSW of Idyllwild, CA",earthquake,0.48,0.86,0.087,5,reviewed,ci,ci
2014-01-01T17:26:54.420Z,47.3735,-122.681,23.091,1.43,md,18,90,0.1887,0.11,uw,uw60664401,2016-07-22T19:21:56.460Z,"2 km WSW of Wauna, Washington",earthquake,0.39,0.79,0.231,18,reviewed,uw,uw
2014-01-01T17:24:13.380Z,51.4159,-177.598,32.7,3.6,ml,,,,0.62,us,usc000lyby,2019-05-14T01:49:03.943Z,"83 km SW of Adak, Alaska",earthquake,,8.3,,28,reviewed,ak,ak
2014-01-01T17:23:12.080Z,38.8378333,-122.838,1.753,1.98,md,66,45,0.001802,0.05,nc,nc72134286,2017-02-02T19:13:07.610Z,"10 km W of Cobb, California",earthquake,0.12,0.15,0.183,35,reviewed,nc,nc
2014-01-01T17:13:52.160Z,33.97,-116.823,12.404,0.93,ml,21,54,0.0662,0.07,ci,ci11408722,2016-03-11T14:52:43.233Z,"7km NNW of Cabazon, CA",earthquake,0.29,0.79,0.153,20,reviewed,ci,ci
2014-01-01T17:06:36.317Z,61.001,-151.3616,73.7,1.6,ml,,,,0.33,ak,ak0141xp2vj,2019-05-20T22:45:23.088Z,"14 km WSW of Tyonek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-01-01T17:05:51.942Z,63.2752,-151.2767,9.8,1.4,ml,,,,0.58,ak,ak0141xowd6,2019-05-20T22:45:22.636Z,"37 km SE of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-01-01T17:04:06.710Z,33.1121667,-115.574,6.369,1.22,ml,17,69,0.03395,0.13,ci,ci11408714,2016-03-12T02:16:33.024Z,"6km WSW of Calipatria, CA",earthquake,0.51,1.43,0.157,3,reviewed,ci,ci
2014-01-01T16:59:56.340Z,19.066,-155.4453333,42.531,1.92,md,6,268,,0.04,hv,hv60614356,2020-07-06T20:38:52.930Z,"14 km E of Naalehu, Hawaii",earthquake,2.71,3.22,0.029,4,reviewed,hv,hv
2014-01-01T16:55:03.150Z,19.1026667,-155.4556667,36.41,1.97,ml,14,216,,0.12,hv,hv60614346,2020-08-26T21:06:30.210Z,"11 km SSE of P?hala, Hawaii",earthquake,3.09,5.49,0.071,6,reviewed,hv,hv
2014-01-01T16:53:05.960Z,38.8419991,-122.840332,1.363,1.03,md,20,75,0.005405,0.04,nc,nc72134281,2017-02-02T19:12:58.749Z,"10 km WNW of Cobb, California",earthquake,0.23,0.45,0.03,6,automatic,nc,nc
2014-01-01T16:51:52.000Z,47.881,-123.108,4.572,0.19,md,3,306,0.1492,0.22,uw,uw60664386,2016-07-22T19:21:56.190Z,"17 km SSW of Blyn, Washington",earthquake,1.72,19.49,0.123,2,reviewed,uw,uw
2014-01-01T16:48:34.900Z,17.896,-67.1331,6,1.4,Md,3,316.8,0.11049278,0.07,pr,pr14001003,2014-01-01T19:29:15.458Z,"10 km SSE of Pole Ojea, Puerto Rico",earthquake,0.8,0.3,0,3,reviewed,pr,pr
2014-01-01T16:47:53.860Z,51.8989,82.0733,23.71,4.6,mb,,57,2.47,0.86,us,usc000lvcu,2020-07-10T18:59:05.639Z,"21 km ESE of Pospelikha, Russia",earthquake,,4.7,0.111,29,reviewed,us,us
2014-01-01T16:34:58.900Z,40.5075,-121.6118333,17.765,0.51,md,8,164,0.02342,0.18,nc,nc72134966,2017-02-02T19:12:52.666Z,"17 km N of Mineral, California",earthquake,1.78,0.84,0.136,7,reviewed,nc,nc
2014-01-01T16:34:33.040Z,36.8165,-121.5431667,5.003,1.03,md,31,35,0.03423,0.08,nc,nc72134271,2017-02-02T19:12:45.070Z,"3 km S of San Juan Bautista, California",earthquake,0.21,0.32,0.203,25,reviewed,nc,nc
2014-01-01T16:23:24.180Z,38.8235016,-122.7906647,-0.15,0.53,md,8,90,0.01261,0.02,nc,nc72134266,2017-02-02T19:12:32.946Z,"5 km W of Cobb, California",earthquake,0.36,1.45,0.02,2,automatic,nc,nc
2014-01-01T16:19:20.510Z,19.2701667,-155.2123333,7.301,1.26,md,33,167,,0.11,hv,hv60614331,2020-07-06T20:39:10.350Z,"19 km S of Volcano, Hawaii",earthquake,0.47,0.87,0.222,17,reviewed,hv,hv
2014-01-01T16:18:37.950Z,38.8421669,-122.8031693,0.962,0.57,md,4,144,0.02072,0.01,nc,nc72134256,2017-02-02T19:12:26.741Z,"7 km WNW of Cobb, California",earthquake,0.7,1.82,,1,automatic,nc,nc
2014-01-01T16:14:14.380Z,-22.4184,-66.1327,240.69,4.9,mb,,71,2.576,0.73,us,usc000lvb7,2014-03-07T00:25:54.000Z,"55 km NW of Abra Pampa, Argentina",earthquake,,6.1,0.082,49,reviewed,us,us
2014-01-01T16:12:13.220Z,35.6626667,-120.363,10.47,1.03,md,29,217,0.03964,0.04,nc,nc72134251,2017-02-02T19:12:19.010Z,"1 km NE of Shandon, California",earthquake,0.67,0.46,0.127,13,reviewed,nc,nc
2014-01-01T16:07:36.990Z,15.9428,-98.739,15.02,4.2,mb,,214,0.738,0.14,us,usc000mh9l,2014-03-07T00:25:54.000Z,"53 km SW of Santiago Tepextla, Mexico",earthquake,,8.9,0.374,3,reviewed,us,us
2014-01-01T16:03:29.000Z,-13.8633,167.249,187,6.5,mww,,14,3.997,0.76,us,usc000lvb5,2020-07-10T18:58:49.032Z,"32 km W of Sola, Vanuatu",earthquake,,1.7,,,reviewed,us,us
2014-01-01T15:58:22.400Z,35.6663333,-118.4608333,9.178,0.96,ml,15,71,0.01132,0.09,ci,ci11408698,2016-03-11T14:52:41.898Z,"4km S of Wofford Heights, CA",earthquake,0.5,0.42,0.139,7,reviewed,ci,ci
2014-01-01T15:47:16.460Z,35.6646667,-118.469,9.438,3.02,ml,51,46,0.004508,0.14,ci,ci11408690,2016-03-11T14:52:40.650Z,"5km SSW of Wofford Heights, CA",earthquake,0.21,0.41,0.126,187,reviewed,ci,ci
2014-01-01T15:47:10.030Z,33.4988333,-116.4686667,8.794,0.4,ml,16,139,0.04346,0.12,ci,ci11408682,2016-03-12T04:08:24.762Z,"20km ESE of Anza, CA",earthquake,0.55,0.8,0.051,7,reviewed,ci,ci
2014-01-01T15:45:59.993Z,63.587,-147.2638,1.8,2.1,ml,,,,0.59,ak,ak0141wqmf3,2019-05-20T22:45:22.220Z,"83 km ESE of McKinley Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-01-01T15:42:16.550Z,37.6308333,-118.8595,1.255,-0.12,md,8,125,0.01892,0.02,nc,nc72134241,2017-02-02T19:12:07.267Z,"10 km E of Mammoth Lakes, California",earthquake,0.84,1.75,0.184,7,reviewed,nc,nc
2014-01-01T15:34:46.048Z,53.8375,-164.2881,41.3,2.3,ml,,,,0.35,ak,ak0141wo8gs,2019-05-20T22:45:21.789Z,"103 km ESE of Akutan, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2014-01-01T15:28:40.450Z,6.7657,127.3952,54.45,4.3,mb,,127,1.828,1.04,us,usb000m2w2,2014-03-07T00:25:54.000Z,"106 km ESE of Manay, Philippines",earthquake,,7.7,0.138,16,reviewed,us,us
2014-01-01T15:20:26.750Z,38.7888333,-122.7631667,1.24,1.31,md,45,39,0.01171,0.04,nc,nc72134236,2017-02-02T19:12:00.010Z,"5 km SW of Cobb, California",earthquake,0.11,0.19,0.159,14,reviewed,nc,nc
2014-01-01T15:17:48.530Z,-17.4773,167.8106,7.87,4.6,mb,,164,0.551,0.59,us,usb000m2w1,2014-03-07T00:25:54.000Z,"60 km WNW of Port-Vila, Vanuatu",earthquake,,10.8,0.193,9,reviewed,us,us
2014-01-01T14:54:33.060Z,37.4323333,-118.6128333,7.687,0.73,md,16,74,0.08829,0.04,nc,nc72134226,2018-06-29T22:59:44.503Z,"2 km WNW of Round Valley, California",earthquake,0.37,1.33,0.278,14,reviewed,nc,nc
2014-01-01T14:45:51.979Z,38.6777,-119.5894,10.3,0.6,ml,7,161.07,0.21,0.1232,nn,nn00432834,2018-06-29T22:59:44.704Z,"4 km WSW of Topaz Lake, Nevada",earthquake,,4.5,0.55,2,reviewed,nn,nn
2014-01-01T14:45:13.070Z,38.8371658,-122.8078308,1.701,0.68,md,9,73,0.01441,0.01,nc,nc72134221,2017-02-02T19:11:45.062Z,"7 km WNW of Cobb, California",earthquake,0.39,0.93,0.12,2,automatic,nc,nc
2014-01-01T14:39:26.570Z,36.6547,140.9389,61.76,4.9,mb,,120,2.199,0.85,us,usc000lval,2014-03-07T00:25:54.000Z,"21 km ESE of Takahagi, Japan",earthquake,,5.4,0.081,52,reviewed,us,us
2014-01-01T14:23:03.600Z,-35.2981,-179.0072,54.48,4.9,mb,,52,3.13,0.84,us,usc000lva0,2014-03-07T00:25:54.000Z,"east of the North Island of New Zealand",earthquake,,4.6,0.095,44,reviewed,us,us
2014-01-01T14:14:21.880Z,40.2026667,-121.3796667,-2.014,1.42,md,13,110,0.1225,0.04,nc,nc72134216,2017-02-02T19:11:39.616Z,"15 km WSW of Lake Almanor West, California",earthquake,0.36,1.45,0.316,14,reviewed,nc,nc
2014-01-01T14:10:59.948Z,63.0711,-151.594,9.7,1.3,ml,,,,0.73,ak,ak0141vxoqy,2019-05-20T22:45:21.384Z,"52 km S of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2014-01-01T14:10:32.900Z,17.7035,-65.6585,17,2.2,Md,4,316.8,0.47161552,0.2,pr,pr14001002,2014-01-01T15:58:28.101Z,"40 km SE of Emajagua, Puerto Rico",earthquake,1.8,1.2,0,3,reviewed,pr,pr
2014-01-01T14:09:37.460Z,36.1016667,-117.8521667,2.767,-0.07,ml,7,154,0.01619,0.06,ci,ci11408674,2016-03-11T22:32:00.659Z,"11km NE of Coso Junction, CA",earthquake,0.82,1.07,0.174,3,reviewed,ci,ci
2014-01-01T14:08:46.159Z,50.7539,-172.839,13.5,2.5,ml,,,,0.66,ak,ak0141vx893,2019-05-20T22:45:20.979Z,"186 km SSE of Atka, Alaska",earthquake,,8.7,,,reviewed,ak,ak
2014-01-01T14:07:26.590Z,63.0607,-151.5214,5.3,1.6,ml,,,,0.8,ak,ak0141vwz0z,2019-05-20T22:45:20.544Z,"54 km S of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-01-01T13:54:22.990Z,-6.6316,147.6208,64.15,4,mb,,231,2.792,0.58,us,usb000m2vz,2014-03-07T00:25:54.000Z,"26 km WSW of Finschhafen, Papua New Guinea",earthquake,,15.5,0.196,8,reviewed,us,us
2014-01-01T13:54:16.760Z,36.1406667,-118.1026667,5.52,0.52,ml,4,314,0.2019,0.06,ci,ci11408666,2016-03-12T00:25:08.483Z,"18km NW of Coso Junction, CA",earthquake,1.31,9.93,0.294,3,reviewed,ci,ci
2014-01-01T13:53:57.744Z,61.1207,-152.2038,15.9,0.3,ml,,,,0.39,ak,ak0141vlgri,2019-05-14T01:49:01.303Z,"57 km W of Tyonek, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2014-01-01T13:50:00.530Z,38.8211667,-122.7661667,1.45,1.38,md,49,49,0.00991,0.05,nc,nc72134211,2017-02-02T19:11:33.471Z,"3 km W of Cobb, California",earthquake,0.11,0.15,0.204,18,reviewed,nc,nc
2014-01-01T13:46:11.000Z,61.2081,-152.2756,7.1,0.4,ml,,,,0.37,ak,ak10931263,2014-01-01T13:47:25.692Z,"63 km WNW of Tyonek, Alaska",earthquake,1.6,1.4,,,automatic,ak,ak
2014-01-01T13:45:51.789Z,61.2866,-145.4025,15,1.7,ml,,,,0.77,ak,ak0141vjqkq,2019-05-20T22:45:20.065Z,"42 km SSW of Tonsina, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2014-01-01T13:40:46.300Z,18.4022,-67.363,21,2.5,Md,5,284.4,0.24793502,0.12,pr,pr14001001,2014-03-07T00:25:54.000Z,"13 km WNW of Rincón, Puerto Rico",earthquake,1.2,3.6,0,5,reviewed,pr,pr
